user_id,name,age,gender,city,registration_date,reg_day,reg_month,reg_year,gender_label,avg_monthly_spend,purchase_frequency,days_since_last_purchase,spend_beauty,spend_books,spend_clothing,spend_electronics,spend_grocery,spend_home,spend_sports,spend_toys,spending_group,spending_group_encoded
U0011,Myra Kapoor,28.0,Male,Nagpur,2022-03-22,22,3,2022,1,71.88333333333334,4,144,0.0,0.0,0.0,62.08,0.0,153.57,0.0,0.0,Low,0
U0012,Aarohi Singh,28.0,Other,Ghaziabad,2024-06-25,25,6,2024,2,78.38285714285713,8,27,49.85,185.72,0.0,150.72000000000003,54.06,23.59,0.0,84.74,High,2
U0013,Diya Chopra,33.0,Male,Bengaluru,2022-02-16,16,2,2022,1,84.61500000000001,4,176,0.0,57.05,150.72000000000003,130.69,0.0,0.0,0.0,0.0,Medium,1
U0014,Sai Singh,18.0,Male,Kolkata,2024-06-06,6,6,2024,1,114.965,5,275,227.37,0.0,0.0,52.85,0.0,138.48,41.16,0.0,High,2
U0015,Vihaan Bose,18.0,Female,Thane,2023-10-13,13,10,2023,0,107.8475,5,146,0.0,340.41,0.0,0.0,43.71,47.27,0.0,0.0,High,2
U0016,Diya Iyer,27.0,Female,Kanpur,2022-08-03,3,8,2022,0,51.365,2,82,36.03,0.0,0.0,0.0,0.0,66.7,0.0,0.0,Low,0
U0017,Ishaan Gupta,23.0,Other,Pune,2023-07-01,1,7,2023,2,91.42,5,55,0.0,83.98,55.29,53.77,0.0,0.0,22.39,150.25,Medium,1
U0018,Sai Iyer,34.0,Female,Nagpur,2022-10-04,4,10,2022,0,98.792,5,339,0.0,138.42,0.0,104.94,211.67000000000002,0.0,38.93,0.0,High,2
U0019,Aarohi Ghosh,24.0,Other,Lucknow,2024-05-13,13,5,2024,2,61.866666666666674,3,225,113.79,0.0,0.0,0.0,0.0,71.81,0.0,0.0,Low,0
U0020,Vivaan Ghosh,20.0,Male,Lucknow,2023-02-15,15,2,2023,1,71.65,4,210,0.0,0.0,123.15,0.0,36.71,48.81,0.0,77.93,Medium,1
U0021,Ishaan Gupta,43.0,Male,Patna,2024-06-16,16,6,2024,1,83.7875,4,473,117.85,119.5,0.0,0.0,0.0,97.8,0.0,0.0,Medium,1
U0022,Anaya Das,30.0,Other,Bhopal,2023-02-10,10,2,2023,2,65.67,5,188,0.0,43.6,71.92,0.0,0.0,134.29000000000002,0.0,78.54,Medium,1
U0023,Myra Reddy,32.0,Female,Ahmedabad,2022-09-10,10,9,2022,0,49.03,5,324,30.77,0.0,53.32,34.44,0.0,82.61,44.01,0.0,Medium,1
U0024,Aarohi Kapoor,20.0,Female,Patna,2023-03-15,15,3,2023,0,71.28777777777778,11,90,112.61,275.74,89.07000000000001,62.27,55.78,46.12,0.0,0.0,High,2
U0025,Saanvi Bose,27.0,Female,Kolkata,2022-05-22,22,5,2022,0,74.69,6,30,0.0,0.0,99.75,0.0,0.0,187.25,0.0,86.45,Medium,1
U0026,Ira Joshi,32.0,Male,Delhi,2024-05-31,31,5,2024,1,41.928,5,595,55.2,16.2,0.0,27.25,66.32,44.67,0.0,0.0,Low,0
U0027,Vihaan Reddy,22.0,Other,Pune,2024-03-22,22,3,2024,2,60.365,4,311,0.0,87.49,54.2,0.0,69.37,30.4,0.0,0.0,Medium,1
U0028,Kiara Kulkarni,35.0,Male,Nagpur,2023-01-26,26,1,2023,1,78.73222222222222,9,70,101.57000000000001,174.23000000000002,252.05000000000004,0.0,0.0,125.28,0.0,55.46,High,2
U0029,Sara Roy,27.0,Other,Jaipur,2024-09-21,21,9,2024,2,47.02,3,24,0.0,0.0,52.74,0.0,0.0,0.0,0.0,88.32,Low,0
U0030,Aarohi Sharma,29.0,Other,Hyderabad,2023-11-30,30,11,2023,2,84.85857142857142,9,33,168.95,176.11,0.0,102.74,0.0,146.21,0.0,0.0,High,2
U0031,Aarohi Khan,27.0,Other,Lucknow,2022-04-25,25,4,2022,2,81.73000000000002,4,15,0.0,0.0,0.0,0.0,64.81,262.11,0.0,0.0,Medium,1
U0032,Kabir Mukherjee,46.0,Male,Thane,2022-01-04,4,1,2022,1,155.01,2,580,0.0,0.0,0.0,0.0,61.34,93.67,0.0,0.0,Low,0
U0033,Ishaan Amin,31.0,Male,Visakhapatnam,2024-07-23,23,7,2024,1,83.705,7,271,0.0,134.43,111.84,0.0,0.0,147.03,51.74,57.19,High,2
U0034,Vihaan Singh,23.0,Other,Visakhapatnam,2023-09-16,16,9,2023,2,85.23375,9,5,103.98,84.49,51.52,39.12,247.26999999999998,46.11,109.38,0.0,High,2
U0035,Muhammad Reddy,38.0,Female,Pune,2023-07-07,7,7,2023,0,51.217999999999996,5,98,24.96,122.17,66.89,0.0,0.0,42.07,0.0,0.0,Medium,1
U0036,Ira Sharma,22.0,Other,Lucknow,2023-05-16,16,5,2023,2,48.7025,5,65,0.0,16.07,0.0,0.0,89.86,27.45,24.5,36.93,Low,0
U0037,Aarav Patel,33.0,Female,Surat,2022-09-03,3,9,2022,0,63.22,4,213,0.0,90.93,69.95,53.3,38.7,0.0,0.0,0.0,Medium,1
U0038,Vivaan Ghosh,18.0,Other,Bengaluru,2022-03-29,29,3,2022,2,95.24666666666667,4,192,33.85,69.62,124.11,0.0,0.0,0.0,0.0,58.16,Medium,1
U0039,Meera Gupta,21.0,Other,Ahmedabad,2022-05-12,12,5,2022,2,61.31,6,44,0.0,24.26,97.15,0.0,0.0,0.0,49.9,135.24,Medium,1
U0040,Meera Kapoor,33.0,Male,Jaipur,2023-06-25,25,6,2023,1,80.87750000000001,4,115,150.72000000000003,85.43,0.0,0.0,0.0,31.87,0.0,55.49,Medium,1
U0041,Sara Mukherjee,37.0,Male,Vadodara,2024-02-13,13,2,2024,1,96.9475,5,44,0.0,224.42000000000002,56.21,43.92,0.0,63.24,0.0,0.0,High,2
U0042,Muhammad Singh,33.0,Female,Kanpur,2023-03-25,25,3,2023,0,49.59,3,21,0.0,0.0,74.46000000000001,74.31,0.0,0.0,0.0,0.0,Low,0
U0043,Ira Roy,31.0,Male,Kolkata,2022-08-19,19,8,2022,1,88.17571428571429,7,131,102.49,150.72000000000003,0.0,0.0,55.58,290.87,0.0,17.57,High,2
U0044,Aditya Nair,29.0,Male,Patna,2023-07-22,22,7,2023,1,73.16857142857144,7,35,0.0,12.39,178.51000000000002,0.0,69.48,251.8,0.0,0.0,High,2
U0045,Sai Chopra,20.0,Male,Mumbai,2022-03-14,14,3,2022,1,85.19375,8,205,120.96,218.42,94.7,0.0,63.37,0.0,0.0,184.1,High,2
U0046,Vivaan Ghosh,26.0,Male,Delhi,2024-05-30,30,5,2024,1,106.575,4,24,150.72000000000003,28.54,0.0,0.0,149.96,0.0,0.0,97.08,High,2
U0047,Anaya Gupta,28.0,Other,Kolkata,2022-10-13,13,10,2022,2,40.7375,4,28,0.0,52.54,0.0,0.0,86.52000000000001,23.89,0.0,0.0,Low,0
U0048,Meera Das,40.0,Other,Ahmedabad,2024-01-11,11,1,2024,2,67.646,5,66,0.0,0.0,80.2,0.0,0.0,246.90000000000003,11.13,0.0,Medium,1
U0049,Saanvi Chopra,34.0,Female,Kolkata,2024-03-14,14,3,2024,0,78.0,5,15,0.0,100.84,0.0,142.01,41.13,30.37,75.65,0.0,High,2
U0050,Meera Mukherjee,18.0,Male,Hyderabad,2022-04-10,10,4,2022,1,42.56,1,703,0.0,42.56,0.0,0.0,0.0,0.0,0.0,0.0,Low,0
U0051,Kiara Mehta,34.0,Female,Indore,2023-04-24,24,4,2023,0,72.70333333333333,3,213,0.0,0.0,0.0,0.0,144.5,0.0,73.61,0.0,Low,0
U0052,Vivaan Patel,28.0,Male,Nagpur,2024-01-16,16,1,2024,1,69.11,12,24,57.08,122.91999999999999,157.13,134.35,97.29,191.44,0.0,0.0,High,2
U0053,Anaya Patel,26.0,Male,Chennai,2022-07-14,14,7,2022,1,52.748000000000005,5,176,0.0,114.33,0.0,0.0,29.02,24.52,0.0,95.87,Medium,1
U0054,Aarohi Roy,36.0,Male,Indore,2022-07-07,7,7,2022,1,75.07,2,317,0.0,0.0,82.18,0.0,67.96,0.0,0.0,0.0,Low,0
U0055,Ishaan Roy,40.0,Male,Bengaluru,2023-03-30,30,3,2023,1,102.74500000000002,2,30,0.0,0.0,0.0,54.77,150.72000000000003,0.0,0.0,0.0,Low,0
U0056,Aarohi Patel,39.0,Male,Vadodara,2024-05-06,6,5,2024,1,77.48333333333333,3,220,38.77,140.68,53.0,0.0,0.0,0.0,0.0,0.0,Low,0
U0057,Aarav Gupta,25.0,Male,Pune,2023-02-21,21,2,2023,1,87.152,5,407,132.32,72.69,30.35,55.01,0.0,145.39,0.0,0.0,High,2
U0058,Meera Joshi,29.0,Male,Nagpur,2024-07-13,13,7,2024,1,52.6725,4,183,0.0,39.71,56.16,0.0,53.39,61.43,0.0,0.0,Low,0
U0059,Vivaan Iyer,34.0,Female,Mumbai,2023-02-04,4,2,2023,0,63.89,5,62,71.28,0.0,144.87,39.41,0.0,0.0,0.0,0.0,Medium,1
U0060,Ishaan Roy,39.0,Female,Indore,2023-12-15,15,12,2023,0,47.62,2,402,0.0,0.0,0.0,0.0,67.44,0.0,27.8,0.0,Low,0
U0061,Aarohi Joshi,28.0,Male,Chennai,2022-10-31,31,10,2022,1,87.73833333333334,7,126,0.0,78.55,163.11,0.0,150.72000000000003,91.79,0.0,42.26,High,2
U0062,Muhammad Verma,30.0,Other,Vadodara,2022-03-04,4,3,2022,2,68.21714285714286,7,122,114.33000000000001,225.56,0.0,0.0,0.0,102.34,0.0,35.29,High,2
U0063,Anaya Verma,23.0,Male,Patna,2023-05-04,4,5,2023,1,43.135000000000005,2,212,0.0,0.0,56.45,0.0,0.0,0.0,0.0,29.82,Low,0
U0064,Ira Amin,22.0,Male,Delhi,2024-09-10,10,9,2024,1,81.41333333333334,7,231,140.39,0.0,0.0,68.68,90.41,40.97,122.71000000000001,25.32,High,2
U0065,Ira Gupta,38.0,Male,Bengaluru,2023-09-02,2,9,2023,1,58.0425,4,20,166.07,24.31,41.79,0.0,0.0,0.0,0.0,0.0,Low,0
U0066,Aditya Ghosh,42.0,Female,Hyderabad,2024-08-22,22,8,2024,0,41.803333333333335,3,31,0.0,36.91,0.0,0.0,30.3,58.2,0.0,0.0,Low,0
U0067,Saanvi Ghosh,31.0,Other,Ghaziabad,2022-02-10,10,2,2022,2,68.82333333333334,3,17,0.0,0.0,0.0,0.0,0.0,127.84,78.63,0.0,Low,0
U0068,Sara Gupta,40.0,Female,Patna,2023-08-02,2,8,2023,0,79.6225,4,122,0.0,0.0,0.0,0.0,0.0,111.3,0.0,207.19,Medium,1
U0069,Ira Nair,34.0,Female,Chennai,2023-11-17,17,11,2023,0,91.27000000000001,6,720,0.0,52.76,108.65,0.0,0.0,92.78,202.16000000000003,0.0,High,2
U0070,Anaya Ghosh,26.0,Female,Nagpur,2022-05-15,15,5,2022,0,58.925,2,141,43.97,73.88,0.0,0.0,0.0,0.0,0.0,0.0,Low,0
U0071,Kabir Roy,34.0,Female,Bengaluru,2022-01-10,10,1,2022,0,67.4688888888889,9,315,156.49,36.11,0.0,52.49,29.53,247.11,85.49,0.0,High,2
U0072,Myra Kulkarni,44.0,Other,Hyderabad,2022-03-17,17,3,2022,2,71.12800000000001,5,177,69.75,0.0,79.82,14.6,0.0,150.72000000000003,40.75,0.0,Medium,1
U0073,Aarohi Das,31.0,Other,Jaipur,2022-05-16,16,5,2022,2,84.952,5,16,110.79,98.9,110.78,0.0,104.29,0.0,0.0,0.0,High,2
U0074,Diya Gupta,44.0,Male,Kanpur,2022-10-19,19,10,2022,1,60.69333333333333,6,258,0.0,133.3,0.0,0.0,79.6,74.37,76.89,0.0,Medium,1
U0075,Reyansh Roy,18.0,Other,Surat,2023-09-19,19,9,2023,2,84.96,2,231,169.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0
U0076,Ira Sharma,38.0,Other,Vadodara,2022-11-03,3,11,2022,2,70.56857142857143,7,19,0.0,233.64000000000004,60.89,59.75,86.16,0.0,53.54,0.0,High,2
U0077,Vihaan Reddy,32.0,Female,Hyderabad,2024-06-30,30,6,2024,0,44.13833333333333,6,49,36.49,0.0,0.0,61.69,19.57,104.96000000000001,0.0,42.12,Medium,1
U0078,Vihaan Kapoor,29.0,Male,Jaipur,2022-10-16,16,10,2022,1,42.51,4,375,0.0,16.06,0.0,75.44,0.0,40.99,0.0,37.55,Low,0
U0079,Sara Das,32.0,Other,Lucknow,2022-07-28,28,7,2022,2,73.57,2,6,0.0,0.0,0.0,101.75,0.0,45.39,0.0,0.0,Low,0
U0080,Ishaan Amin,18.0,Female,Jaipur,2024-07-16,16,7,2024,0,62.012857142857136,7,200,0.0,0.0,59.05,101.83,138.17,43.27,91.77,0.0,High,2
U0081,Vivaan Gupta,30.0,Other,Indore,2024-04-29,29,4,2024,2,67.868,6,207,0.0,0.0,74.56,0.0,0.0,86.89,63.6,114.28999999999999,Medium,1
U0082,Ishaan Verma,34.0,Male,Lucknow,2024-02-29,29,2,2024,1,57.357142857142854,7,30,0.0,188.73000000000002,0.0,61.47,38.92,112.38,0.0,0.0,High,2
U0083,Arjun Khan,43.0,Male,Thane,2023-07-19,19,7,2023,1,59.12375,8,9,0.0,103.51,71.42,0.0,99.24000000000001,140.98,0.0,57.84,High,2
U0084,Kiara Kapoor,27.0,Male,Hyderabad,2022-03-19,19,3,2022,1,45.8425,4,17,0.0,53.98,96.81,0.0,32.58,0.0,0.0,0.0,Low,0
U0085,Arjun Kapoor,25.0,Male,Kanpur,2023-08-20,20,8,2023,1,63.330000000000005,6,114,33.94,216.19000000000003,55.21,28.28,0.0,46.36,0.0,0.0,High,2
U0086,Aarohi Reddy,27.0,Female,Ahmedabad,2022-02-12,12,2,2022,0,87.285,4,24,0.0,74.37,41.2,0.0,125.12,108.45,0.0,0.0,Medium,1
U0087,Kabir Mehta,39.0,Male,Kanpur,2022-08-04,4,8,2022,1,39.2425,4,17,0.0,45.02,0.0,0.0,0.0,57.87,54.08,0.0,Low,0
U0088,Sai Patel,34.0,Female,Vadodara,2024-06-24,24,6,2024,0,98.24000000000001,3,2,0.0,0.0,0.0,43.93,0.0,100.07,0.0,150.72000000000003,Medium,1
U0089,Kiara Kulkarni,27.0,Other,Ahmedabad,2024-08-05,5,8,2024,2,66.04666666666667,7,263,0.0,81.05,128.41,123.55000000000001,27.79,35.48,0.0,0.0,High,2
U0090,Sai Iyer,36.0,Male,Indore,2022-01-26,26,1,2022,1,57.08,5,233,0.0,97.86,0.0,98.55,0.0,27.84,41.62,19.53,Medium,1
U0091,Reyansh Nair,32.0,Female,Kolkata,2022-10-01,1,10,2022,0,28.23,2,551,0.0,0.0,0.0,27.73,0.0,0.0,28.73,0.0,Low,0
U0092,Reyansh Patel,39.0,Female,Delhi,2024-05-29,29,5,2024,0,45.8,2,542,0.0,53.54,38.06,0.0,0.0,0.0,0.0,0.0,Low,0
U0093,Meera Ghosh,26.0,Male,Thane,2022-12-25,25,12,2022,1,39.01666666666667,3,474,0.0,0.0,34.68,0.0,0.0,0.0,56.2,26.17,Low,0
U0094,Kabir Ghosh,29.0,Male,Mumbai,2023-11-07,7,11,2023,1,60.751999999999995,5,98,74.34,150.72000000000003,0.0,0.0,0.0,31.85,37.25,9.6,Medium,1
U0095,Muhammad Bose,28.0,Female,Jaipur,2024-06-04,4,6,2024,0,67.09666666666666,6,223,77.82,51.2,10.83,150.72000000000003,0.0,112.00999999999999,0.0,0.0,High,2
U0096,Aditya Khan,20.0,Female,Visakhapatnam,2023-02-14,14,2,2023,0,68.06333333333335,6,46,108.61,0.0,0.0,58.3,197.78000000000003,0.0,0.0,43.69,High,2
U0097,Aarohi Nair,34.0,Male,Hyderabad,2024-06-17,17,6,2024,1,78.40333333333334,6,54,0.0,18.09,84.39,70.48,0.0,150.72000000000003,0.0,146.74,High,2
U0098,Ishaan Iyer,34.0,Other,Jaipur,2022-02-09,9,2,2022,2,66.34666666666668,3,432,0.0,0.0,0.0,0.0,82.2,0.0,54.0,62.84,Low,0
U0099,Vihaan Kulkarni,32.0,Female,Kanpur,2024-01-17,17,1,2024,0,70.554,5,67,0.0,0.0,110.1,0.0,105.85,136.82,0.0,0.0,Medium,1
U0100,Anaya Mukherjee,30.0,Other,Visakhapatnam,2022-04-29,29,4,2022,2,75.41714285714286,8,63,0.0,84.14,0.0,63.2,52.81,64.62,150.72000000000003,112.43,High,2
U0101,Aadhya Chopra,20.0,Male,Jaipur,2022-02-15,15,2,2022,1,32.67,2,423,0.0,0.0,0.0,0.0,43.35,21.99,0.0,0.0,Low,0
U0102,Kiara Sharma,28.0,Other,Vadodara,2023-12-05,5,12,2023,2,89.75166666666667,7,257,52.81,265.54,0.0,48.89,108.81,0.0,0.0,62.46,High,2
U0103,Muhammad Mehta,29.0,Female,Bengaluru,2024-08-29,29,8,2024,0,36.5125,4,244,0.0,0.0,92.69999999999999,0.0,0.0,32.79,0.0,20.56,Low,0
U0104,Anaya Kulkarni,25.0,Female,Hyderabad,2024-01-08,8,1,2024,0,79.22,4,61,0.0,0.0,0.0,83.75,94.61,101.31,0.0,37.21,Medium,1
U0105,Kabir Amin,30.0,Female,Indore,2022-12-01,1,12,2022,0,98.976,6,175,202.88,0.0,0.0,0.0,134.56,0.0,84.1,73.34,High,2
U0106,Aadhya Singh,35.0,Other,Ahmedabad,2022-07-16,16,7,2022,2,50.555,5,68,0.0,0.0,38.0,44.22,48.02,0.0,0.0,71.97999999999999,Low,0
U0107,Kiara Bose,47.0,Other,Pune,2023-09-23,23,9,2023,2,43.097142857142856,7,33,0.0,0.0,29.26,23.47,150.88,75.91,22.16,0.0,Medium,1
U0108,Saanvi Singh,33.0,Female,Vadodara,2024-05-03,3,5,2024,0,75.902,6,99,108.77,48.7,0.0,57.17,52.21,112.66,0.0,0.0,Medium,1
U0109,Aarav Singh,34.0,Female,Chennai,2023-03-17,17,3,2023,0,49.00666666666667,3,95,0.0,0.0,0.0,37.51,30.28,0.0,79.23,0.0,Low,0
U0110,Saanvi Kulkarni,31.0,Other,Lucknow,2023-04-22,22,4,2023,2,59.848,5,52,64.09,0.0,103.32,33.82,0.0,0.0,98.01,0.0,Medium,1
U0111,Myra Roy,18.0,Other,Chennai,2023-06-08,8,6,2023,2,43.57,3,188,0.0,0.0,85.03999999999999,0.0,0.0,45.67,0.0,0.0,Low,0
U0112,Meera Iyer,31.0,Other,Bengaluru,2022-10-18,18,10,2022,2,59.4525,5,334,57.24,48.86,0.0,0.0,33.24,98.47,0.0,0.0,Low,0
U0113,Ira Kulkarni,32.0,Female,Bengaluru,2024-04-18,18,4,2024,0,69.23,3,572,0.0,105.27,0.0,0.0,0.0,102.41999999999999,0.0,0.0,Low,0
U0114,Sai Singh,51.0,Male,Chennai,2022-05-31,31,5,2022,1,72.976,7,43,29.56,126.61000000000001,0.0,41.06,83.68,83.97,0.0,0.0,Medium,1
U0115,Aarav Verma,30.0,Male,Bhopal,2023-09-18,18,9,2023,1,44.77333333333333,6,17,0.0,30.12,0.0,0.0,118.68,80.47,39.37,0.0,Medium,1
U0116,Aditya Roy,34.0,Female,Patna,2022-07-19,19,7,2022,0,62.73777777777778,11,124,32.99,35.78,159.60999999999999,56.14,0.0,168.49,111.63,0.0,High,2
U0117,Aadhya Joshi,31.0,Female,Kolkata,2022-06-01,1,6,2022,0,104.0788888888889,13,56,0.0,165.31,390.61,102.63,127.18,43.33,20.75,86.9,High,2
U0118,Aarav Patel,22.0,Female,Kolkata,2022-06-30,30,6,2022,0,106.38000000000001,4,314,150.72000000000003,122.39,0.0,46.85,0.0,105.56,0.0,0.0,High,2
U0119,Ira Roy,41.0,Male,Vadodara,2022-09-13,13,9,2022,1,89.77833333333335,6,116,33.16,150.72000000000003,0.0,0.0,0.0,190.55,0.0,164.24,High,2
U0120,Vihaan Roy,38.0,Male,Thane,2023-11-15,15,11,2023,1,60.0675,4,74,0.0,134.23000000000002,0.0,0.0,0.0,77.51,28.53,0.0,Medium,1
U0121,Ira Kapoor,38.0,Other,Lucknow,2024-08-30,30,8,2024,2,54.67714285714286,7,75,62.35,79.14,0.0,0.0,30.6,111.39,0.0,99.26,High,2
U0122,Myra Kulkarni,24.0,Other,Visakhapatnam,2023-03-13,13,3,2023,2,44.423333333333325,3,221,0.0,36.26,97.01,0.0,0.0,0.0,0.0,0.0,Low,0
U0123,Aarohi Roy,43.0,Male,Bhopal,2023-04-06,6,4,2023,1,51.17285714285714,7,220,172.5,106.53,12.75,0.0,0.0,66.43,0.0,0.0,Medium,1
U0124,Ishaan Ghosh,20.0,Other,Jaipur,2024-02-24,24,2,2024,2,97.11,3,204,0.0,194.22000000000003,0.0,0.0,0.0,0.0,0.0,0.0,Low,0
U0125,Ira Joshi,36.0,Other,Kolkata,2022-10-09,9,10,2022,2,95.11,2,133,0.0,111.46,78.76,0.0,0.0,0.0,0.0,0.0,Low,0
U0126,Myra Gupta,49.0,Other,Surat,2022-08-29,29,8,2022,2,79.38199999999999,6,462,47.24,16.46,0.0,0.0,0.0,68.66,115.98,148.57,High,2
U0127,Ishaan Nair,24.0,Female,Vadodara,2022-03-24,24,3,2022,0,106.95000000000002,2,7,150.72000000000003,0.0,0.0,0.0,0.0,0.0,63.18,0.0,Low,0
U0128,Arjun Reddy,27.0,Male,Nagpur,2023-12-12,12,12,2023,1,56.245000000000005,4,162,0.0,0.0,0.0,0.0,154.17000000000002,35.21,35.6,0.0,Low,0
U0129,Arjun Das,32.0,Male,Indore,2023-02-22,22,2,2023,1,73.32000000000001,7,245,26.4,66.65,93.42,0.0,0.0,207.53,45.92,0.0,High,2
U0130,Anaya Kapoor,27.0,Female,Indore,2022-03-05,5,3,2022,0,35.656,5,9,0.0,33.62,0.0,91.47999999999999,0.0,53.18000000000001,0.0,0.0,Low,0
U0131,Muhammad Mukherjee,19.0,Female,Patna,2024-08-26,26,8,2024,0,73.65,5,101,61.67,0.0,37.83,0.0,0.0,57.89,146.23,64.63,Medium,1
U0132,Aarav Chopra,32.0,Female,Bhopal,2022-01-07,7,1,2022,0,79.0025,6,66,52.58,0.0,120.87,20.06,0.0,57.95,0.0,64.55,Medium,1
U0133,Diya Singh,23.0,Female,Indore,2023-07-06,6,7,2023,0,87.30600000000001,5,370,200.45000000000002,0.0,0.0,77.16,0.0,158.92000000000002,0.0,0.0,High,2
U0134,Aarohi Kulkarni,35.0,Male,Bhopal,2022-08-13,13,8,2022,1,112.11500000000001,2,60,73.51,0.0,0.0,0.0,150.72000000000003,0.0,0.0,0.0,Low,0
U0135,Ishaan Mukherjee,24.0,Female,Mumbai,2023-02-03,3,2,2023,0,66.34857142857143,8,183,105.1,63.46,92.0,0.0,25.77,85.44999999999999,0.0,92.66,High,2
U0136,Anaya Bose,44.0,Other,Pune,2024-05-10,10,5,2024,2,86.9,5,240,0.0,92.16,54.93,0.0,37.57,162.94,0.0,0.0,Medium,1
U0137,Myra Reddy,25.0,Other,Vadodara,2022-01-28,28,1,2022,2,59.21600000000001,5,404,0.0,0.0,14.49,190.78000000000003,0.0,56.57,34.24,0.0,Medium,1
U0138,Aadhya Chopra,29.0,Other,Mumbai,2022-03-27,27,3,2022,2,94.36600000000001,6,7,62.45,195.77000000000004,0.0,42.74,0.0,170.87000000000003,0.0,0.0,High,2
U0139,Kiara Reddy,38.0,Female,Pune,2022-02-21,21,2,2022,0,85.75750000000001,4,132,73.92,110.12,0.0,0.0,94.73,64.26,0.0,0.0,Medium,1
U0140,Ishaan Bose,22.0,Female,Chennai,2023-04-11,11,4,2023,0,59.8075,4,494,62.91,66.86,109.46,0.0,0.0,0.0,0.0,0.0,Low,0
U0141,Anaya Nair,33.0,Female,Jaipur,2024-02-10,10,2,2024,0,70.26857142857143,9,47,78.86,12.19,186.62,168.29999999999998,22.9,23.01,0.0,0.0,High,2
U0142,Kiara Khan,42.0,Male,Bhopal,2022-01-20,20,1,2022,1,65.92833333333333,7,46,0.0,58.52,53.38,82.19,0.0,125.42,0.0,76.06,High,2
U0143,Aarohi Verma,19.0,Female,Kolkata,2023-10-28,28,10,2023,0,39.68666666666667,3,227,0.0,0.0,0.0,60.74,0.0,58.32000000000001,0.0,0.0,Low,0
U0144,Aditya Verma,33.0,Male,Kolkata,2022-07-24,24,7,2022,1,57.815,2,22,0.0,0.0,76.39,0.0,0.0,39.24,0.0,0.0,Low,0
U0145,Aarav Kulkarni,34.0,Male,Kolkata,2022-05-10,10,5,2022,1,65.32875,8,217,275.66,141.0,70.65,0.0,0.0,35.32,0.0,0.0,High,2
U0146,Meera Patel,38.0,Other,Chennai,2023-04-22,22,4,2023,2,69.02333333333334,4,356,71.67,0.0,53.13,45.34,0.0,36.93,0.0,0.0,Low,0
U0147,Ishaan Mehta,22.0,Male,Ghaziabad,2023-09-14,14,9,2023,1,61.44818181818182,12,7,40.02,257.28,32.85,103.53999999999999,77.19,141.2,0.0,23.85,High,2
U0148,Vihaan Iyer,21.0,Female,Hyderabad,2023-08-16,16,8,2023,0,39.166666666666664,3,265,0.0,67.84,0.0,0.0,49.66,0.0,0.0,0.0,Low,0
U0149,Aarav Singh,36.0,Other,Nagpur,2023-02-11,11,2,2023,2,66.35,2,168,0.0,132.7,0.0,0.0,0.0,0.0,0.0,0.0,Low,0
U0150,Muhammad Gupta,34.0,Other,Kolkata,2022-04-15,15,4,2022,2,57.31125,9,91,25.34,139.48000000000002,30.15,58.45,0.0,84.41,101.44,19.22,High,2
U0151,Kabir Kulkarni,34.0,Male,Patna,2024-03-12,12,3,2024,1,71.11875,8,220,33.2,263.46,136.95,0.0,0.0,0.0,79.01,56.33,High,2
