customer_id,name,age,gender,city,income,education,occupation,marital_status,signup_date,last_purchase_date,total_purchases,total_spend,satisfaction,phone_raw,purchased
1069,Elakshi Saini,42.0,Female,Nashik,39188.0,Diploma,Private Job,Married,2021-05-30,2022-10-08,4,6352.35,Satisfied,C01069-PH,1
1070,Nitara Swaminathan,30.0,Other,Mumbai,110040.0,High School,Private Job,Single,2022-05-15,2022-11-12,6,10444.92,Dissatisfied,C01070-PH,1
1071,Raunak Jaggi,36.0,Male,,28575.0,Diploma,Doctor,Married,2023-11-27,2025-04-15,6,4392.4,Dissatisfied,C01071-PH,1
1072,Madhup Gaba,38.0,Other,Coimbatore,44693.0,PhD,Government,Married,2023-08-10,2025-07-23,3,2961.01,Very Satisfied,C01072-PH,1
1073,Adah Soni,26.0,Male,Bhopal,55291.0,Master's,Student,Single,2024-01-28,2025-05-28,7,6191.67,Neutral,C01073-PH,1
1074,Manjari Saxena,55.0,Other,Kolkata,67635.0,Bachelor's,Freelancer,Single,2023-12-04,2025-05-13,5,7018.76,Neutral,C01074-PH,1
1075,Kimaya Devi,36.0,Female,Lucknow,70901.0,PhD,Doctor,Single,2022-04-26,2023-02-28,6,5355.65,Dissatisfied,C01075-PH,1
1076,Ranbir Badal,20.0,Other,Pune,50899.0,Diploma,Doctor,Married,2022-04-19,2023-06-15,3,3288.81,Satisfied,C01076-PH,1
1077,Hridaan Wali,19.0,Female,Delhi,147819.0,Diploma,Private Job,Married,2024-01-17,2025-06-07,7,6984.55,Very Satisfied,C01077-PH,1
1078,Arnav Date,52.0,Other,Nagpur,56182.0,Master's,Engineer,Married,2021-02-10,2023-08-06,5,6110.81,Neutral,C01078-PH,1
1079,Arnav Sandal,38.0,Female,Coimbatore,42575.0,PhD,Designer,Single,2023-03-10,2025-08-29,10,9596.28,Satisfied,C01079-PH,1
1080,Kanav Bakshi,50.0,Female,Bhopal,62150.0,High School,Private Job,Married,2022-03-26,2023-01-29,7,8333.15,Satisfied,C01080-PH,1
1081,Aarush Mangat,32.0,Female,Pune,53887.0,PhD,Consultant,Single,2021-12-05,2024-05-13,7,12790.38,Satisfied,C01081-PH,1
1082,Sana Tak,19.0,Male,Bangalore,66248.0,Master's,Teacher,Married,2024-03-01,2026-02-07,4,5867.32,Dissatisfied,C01082-PH,1
1083,Ojas Shan,32.0,Female,Lucknow,44954.0,Diploma,Freelancer,Married,2021-04-13,2022-02-03,7,10420.55,Neutral,C01083-PH,1
1084,Dhanuk Bhagat,28.0,Female,Hyderabad,51687.0,High School,Freelancer,Single,2023-02-16,2023-12-27,5,7316.06,Very Satisfied,C01084-PH,1
1085,Kismat Hayer,35.0,Male,Bangalore,49751.0,High School,Engineer,Single,2021-04-17,2022-05-10,9,11911.12,Dissatisfied,C01085-PH,1
1086,Anya Trivedi,46.0,Male,Kolkata,41626.0,Diploma,Freelancer,Divorced,2021-02-11,2022-12-09,4,4209.22,Very Dissatisfied,C01086-PH,1
1087,Baiju Halder,32.0,Male,Patna,42319.0,Bachelor's,Government,Single,2024-03-01,2026-11-26,2,2466.6,Very Satisfied,C01087-PH,0
1088,Heer Chokshi,58.0,Male,Nashik,49602.0,High School,Student,Divorced,2021-12-02,2022-11-15,6,4957.38,Satisfied,C01088-PH,1
1089,Ritvik Gokhale,41.0,Other,Surat,32807.0,High School,Designer,Divorced,2023-03-24,2025-12-12,3,4315.77,Dissatisfied,C01089-PH,0
1090,Aarush Sant,43.0,Other,Ahmedabad,48390.0,PhD,Engineer,Married,2022-09-10,2025-02-26,4,2986.95,Very Satisfied,C01090-PH,1
1091,Darshit Toor,40.0,Female,Bangalore,95499.0,PhD,Government,Single,2023-05-28,2025-05-04,6,6811.15,Satisfied,C01091-PH,1
1092,Nitya Tara,64.0,Female,Indore,150322.0,Master's,Teacher,Married,2023-10-01,2024-02-16,4,9099.47,Dissatisfied,C01092-PH,1
1093,Kashvi Lalla,56.0,Female,Coimbatore,38252.0,Master's,Freelancer,Married,2023-12-05,2025-10-31,9,15847.36,Very Satisfied,C01093-PH,1
1094,Tarini Lata,25.0,Male,Bangalore,56470.0,Bachelor's,Freelancer,Single,2022-07-04,2023-06-29,3,3704.48,Satisfied,C01094-PH,1
1095,Ahana  Chowdhury,49.0,Female,Lucknow,54472.0,Diploma,Freelancer,Single,2022-11-20,2023-01-18,6,7984.71,Neutral,C01095-PH,1
1096,Indrans Venkatesh,27.0,Female,Hyderabad,,PhD,Engineer,Divorced,2022-06-14,2023-06-27,6,13094.06,Dissatisfied,C01096-PH,1
1097,Vritika Sharaf,22.0,Other,Vadodara,89124.0,Master's,Consultant,Single,2021-06-25,2022-03-29,5,4824.9,Satisfied,C01097-PH,1
1098,Navya Khosla,47.0,Male,Bangalore,,Bachelor's,Business,Married,2023-10-03,2025-02-02,3,3853.56,Dissatisfied,C01098-PH,1
1099,Tushar Manne,57.0,Female,Coimbatore,38808.0,PhD,Government,Married,2024-04-06,2025-05-18,5,10551.92,Very Satisfied,C01099-PH,1
1100,Hunar Rao,54.0,Other,Patna,58821.0,Bachelor's,Student,Married,2022-11-09,2023-12-04,5,4054.07,Dissatisfied,C01100-PH,1
1101,Divyansh Sachdeva,38.0,Male,Lucknow,37142.0,High School,Consultant,Divorced,2021-09-05,2023-10-13,8,6761.46,Dissatisfied,C01101-PH,1
1102,Vihaan Jayaraman,19.0,Other,Bhopal,,Bachelor's,Designer,Divorced,2022-01-28,2022-10-06,3,2811.38,Very Satisfied,C01102-PH,1
1103,Urvi Ratti,,Male,Jaipur,76592.0,Diploma,Government,Single,2021-07-25,2023-12-24,7,8663.85,Neutral,C01103-PH,1
1104,Krish Barad,64.0,Other,Pune,69924.0,Bachelor's,Engineer,Single,2021-01-29,2023-02-23,3,1621.23,Very Satisfied,C01104-PH,1
1105,Neysa Bora,43.0,Female,Ahmedabad,22244.0,High School,Designer,Married,2021-09-16,2023-07-31,5,5622.84,Satisfied,C01105-PH,1
1106,Veer Agrawal,54.0,Female,Chennai,81961.0,High School,Student,Married,2023-09-08,2025-01-01,9,9024.91,Very Dissatisfied,C01106-PH,1
1107,Ritvik Badal,33.0,Female,Bangalore,,PhD,Engineer,Single,2021-05-14,2022-07-28,4,6465.88,Dissatisfied,C01107-PH,1
1108,Trisha Boase,27.0,Male,Kolkata,32034.0,High School,Consultant,Married,2024-02-27,2025-02-02,3,7808.97,Very Satisfied,C01108-PH,0
1109,Ojas Jain,25.0,Female,Patna,87047.0,Bachelor's,Designer,Married,2023-12-07,2025-01-29,4,5039.17,Neutral,C01109-PH,1
1110,Umang Ramaswamy,52.0,Male,Ahmedabad,37819.0,Diploma,Business,Married,2024-03-10,2026-01-04,9,24038.45,Very Dissatisfied,C01110-PH,1
1111,Hiran Upadhyay,62.0,Male,Coimbatore,30737.0,High School,Teacher,Single,2021-11-18,2022-08-20,2,3185.5,Satisfied,C01111-PH,1
1112,Abram Mammen,30.0,Male,Kolkata,73103.0,Bachelor's,Student,Divorced,2023-08-21,2024-07-14,11,14558.59,Satisfied,C01112-PH,1
1113,Nishith Lala,22.0,Male,Hyderabad,24790.0,PhD,Business,Married,2021-05-26,2023-05-29,5,5750.65,Very Dissatisfied,C01113-PH,1
1114,Kabir Barman,32.0,Other,Pune,103902.0,Bachelor's,Teacher,Single,2024-01-21,2024-10-07,4,3203.29,Very Dissatisfied,C01114-PH,1
1115,Hrishita Thaman,63.0,Female,Nashik,76822.0,Bachelor's,Freelancer,Single,2021-12-06,2024-03-26,5,7019.03,Satisfied,C01115-PH,1
1116,Prisha Kaul,62.0,Female,Hyderabad,45493.0,PhD,Consultant,Married,2022-09-15,2024-09-30,8,9983.8,Satisfied,C01116-PH,1
1117,Samarth Ramaswamy,52.0,Male,Vadodara,75680.0,Bachelor's,Designer,Married,2021-06-14,2023-03-18,3,5472.8,Very Dissatisfied,C01117-PH,0
1118,Nehmat Chaudry,64.0,Other,Nashik,51231.0,High School,Student,Divorced,2022-04-14,2024-04-03,3,5588.52,Very Dissatisfied,C01118-PH,0
1119,Mannat Baria,51.0,Other,Patna,61087.0,Bachelor's,Teacher,Divorced,2023-08-22,2025-03-05,4,5868.91,Satisfied,C01119-PH,1
1120,Umang Dubey,25.0,Female,Indore,49075.0,Master's,Government,Married,2023-10-05,2024-02-05,5,6755.32,Very Dissatisfied,C01120-PH,1
1121,Vaibhav Buch,62.0,Female,Bhopal,156578.0,Bachelor's,Private Job,Divorced,2021-11-26,2022-11-28,11,11380.22,Very Dissatisfied,C01121-PH,1
1122,Faiyaz Luthra,42.0,Female,Hyderabad,36685.0,Bachelor's,Doctor,Married,2023-07-21,2023-11-18,4,6388.74,Very Satisfied,C01122-PH,1
1123,Nakul Sidhu,49.0,Other,Patna,89925.0,Master's,Engineer,Single,2021-01-03,2022-12-07,4,3566.13,Very Satisfied,C01123-PH,1
1124,Bhavin Chowdhury,49.0,Female,Patna,48811.0,High School,Business,Married,2023-01-11,2024-11-08,3,3007.66,Very Satisfied,C01124-PH,0
1125,Keya Rana,62.0,Other,Bhopal,47606.0,High School,Engineer,Divorced,2022-08-13,2023-12-04,8,11276.6,Very Satisfied,C01125-PH,1
1126,Jivin Sanghvi,21.0,Male,Jaipur,85044.0,PhD,Engineer,Divorced,2022-05-06,2024-05-31,4,3146.97,Satisfied,C01126-PH,1
1127,Kismat Thakkar,31.0,Male,Patna,42841.0,High School,Teacher,Married,2021-07-10,2022-03-27,2,2977.21,Neutral,C01127-PH,1
1128,Raunak Chacko,23.0,Female,Bhopal,87323.0,Diploma,Freelancer,Divorced,2023-05-01,2025-10-01,1,1071.52,Dissatisfied,C01128-PH,1
1129,Miraya Kata,51.0,Other,,29490.0,Diploma,Doctor,Married,2022-01-26,2024-09-25,4,802.39,Satisfied,C01129-PH,1
1130,Yuvraj  Tripathi,31.0,Other,Hyderabad,44204.0,High School,Student,Divorced,2022-11-28,2025-08-10,8,8981.5,Neutral,C01130-PH,1
1131,Alia Bumb,18.0,Female,Pune,88314.0,Master's,Consultant,Married,2024-04-02,2026-03-08,7,5847.34,Neutral,C01131-PH,1
1132,Anaya Saxena,42.0,Other,Nagpur,62563.0,Master's,Government,Single,2022-11-12,2024-06-29,5,7641.88,Dissatisfied,C01132-PH,1
1133,Ela Suri,20.0,Male,Vadodara,,High School,Government,Divorced,2024-03-17,2025-05-13,0,0.0,Satisfied,C01133-PH,1
1134,Taran Edwin,24.0,Other,Pune,63417.0,Master's,Engineer,Single,2023-03-02,2025-02-08,3,2763.9,Very Satisfied,C01134-PH,1
1135,Hansh Mane,19.0,Female,Ahmedabad,41500.0,PhD,Freelancer,Single,2021-07-25,2024-02-05,1,1797.88,Dissatisfied,C01135-PH,1
1136,Vedika Kuruvilla,35.0,Female,Hyderabad,36550.0,Bachelor's,Designer,Divorced,2021-11-13,2022-02-27,9,18984.61,Satisfied,C01136-PH,1
1137,Dishani Rana,,Female,Coimbatore,54094.0,Master's,Government,Divorced,2021-06-14,2023-12-03,3,2162.45,Satisfied,C01137-PH,0
1138,Nitara Gill,50.0,Other,Jaipur,37494.0,Diploma,Doctor,Married,2021-05-21,2022-02-15,2,2637.66,Very Dissatisfied,C01138-PH,0
1139,Rania Rama,39.0,Other,Jaipur,70649.0,High School,Engineer,Married,2023-06-28,2024-01-14,4,3242.47,Very Dissatisfied,C01139-PH,1
1140,Indrans Bhagat,23.0,Female,Vadodara,110714.0,Diploma,Business,Divorced,2022-08-24,2023-09-25,10,19915.73,Satisfied,C01140-PH,1
1141,Myra Dube,39.0,Male,Chennai,129522.0,Diploma,Doctor,Divorced,2024-03-05,2026-03-03,3,2866.22,Satisfied,C01141-PH,0
1142,Neelofar Soni,40.0,Other,Pune,47796.0,Diploma,Freelancer,Divorced,2023-10-17,2026-06-07,6,14290.97,Neutral,C01142-PH,1
1143,Mohanlal Tailor,61.0,Other,Mumbai,,Master's,Student,Divorced,2023-07-31,2024-05-17,6,9108.97,Very Satisfied,C01143-PH,1
1144,Tara Dar,,Female,Indore,48625.0,PhD,Student,Divorced,2021-11-20,2022-03-05,7,3259.96,Satisfied,C01144-PH,1
1145,Jivin Kala,49.0,Female,Surat,45616.0,Master's,Freelancer,Single,2022-05-28,2023-10-07,8,10706.46,Dissatisfied,C01145-PH,1
1146,Zoya Kala,35.0,Female,Nashik,96592.0,Bachelor's,Student,Single,2023-02-21,2024-10-28,4,6754.03,Satisfied,C01146-PH,1
1147,Ayesha Shroff,31.0,Other,Delhi,18103.0,PhD,Freelancer,Married,2022-07-17,2022-08-24,2,2978.57,Dissatisfied,C01147-PH,1
1148,Drishya Virk,64.0,Male,Hyderabad,103543.0,Diploma,Doctor,Divorced,2022-03-25,2024-02-04,4,8808.99,Very Dissatisfied,C01148-PH,1
1149,Saanvi Dugar,52.0,Female,Delhi,31452.0,PhD,Government,Divorced,2022-09-25,2025-01-09,5,9402.07,Dissatisfied,C01149-PH,1
1150,Rhea Maharaj,31.0,Female,Lucknow,42262.0,Master's,Teacher,Single,2021-07-04,2024-02-20,5,1619.54,Dissatisfied,C01150-PH,1
1151,Zoya Ratti,37.0,Female,Rajkot,97724.0,PhD,Student,Single,2024-01-10,2026-07-25,8,3977.83,Neutral,C01151-PH,1
1152,Anvi Som,31.0,Female,Lucknow,55288.0,High School,Freelancer,Single,2023-09-14,2026-01-16,2,1912.46,Dissatisfied,C01152-PH,0
1153,Ritvik Bajaj,23.0,Other,Indore,58699.0,High School,Private Job,Single,2023-03-25,2025-09-06,4,3410.87,Neutral,C01153-PH,1
1154,Indrajit Mangal,42.0,Female,Indore,79607.0,Bachelor's,Designer,Married,2024-01-04,2024-06-08,5,7366.22,Neutral,C01154-PH,1
1155,Shaan Gade,62.0,Male,Bhopal,39825.0,High School,Designer,Divorced,2021-08-10,2023-08-01,3,4658.14,Neutral,C01155-PH,0
1156,Shamik Gopal,64.0,Female,,68174.0,Master's,Doctor,Single,2021-05-10,2023-03-21,7,5889.94,Very Dissatisfied,C01156-PH,1
1157,Aarna Sen,25.0,Female,Ahmedabad,70232.0,High School,Business,Divorced,2021-03-18,2022-02-22,6,8223.11,Dissatisfied,C01157-PH,1
1158,Adah Joshi,50.0,Female,Coimbatore,82632.0,Master's,Designer,Divorced,2023-03-07,2024-07-13,10,11738.1,Dissatisfied,C01158-PH,1
1159,Aayush Basak,28.0,Male,,29231.0,PhD,Private Job,Married,2023-04-30,2025-03-30,7,5952.93,Very Dissatisfied,C01159-PH,1
1160,Darshit Dara,49.0,Female,Patna,31472.0,Diploma,Government,Single,2023-01-29,2023-10-08,5,4997.57,Neutral,C01160-PH,1
1161,Keya Tara,43.0,Other,Indore,27312.0,High School,Private Job,Married,2024-01-21,2026-08-31,9,12469.37,Dissatisfied,C01161-PH,1
1162,Kaira Doctor,32.0,Female,Bangalore,56600.0,Diploma,Designer,Single,2021-09-08,2024-02-23,3,3806.11,Very Dissatisfied,C01162-PH,1
1163,Arnav Magar,21.0,Other,Surat,37584.0,High School,Consultant,Single,2022-05-14,2022-10-19,6,4847.18,Very Satisfied,C01163-PH,1
1164,Amani Gupta,21.0,Male,Lucknow,56297.0,Diploma,Designer,Single,2022-03-19,2024-07-28,4,7828.8,Neutral,C01164-PH,1
1165,Rohan Mahal,59.0,Other,Hyderabad,38349.0,Diploma,Doctor,Divorced,2021-10-24,2022-04-05,4,4899.32,Very Dissatisfied,C01165-PH,1
1166,Reyansh Anne,39.0,Female,Kolkata,55299.0,PhD,Government,Single,2021-09-27,2021-11-11,6,7921.78,Dissatisfied,C01166-PH,1
1167,Biju Sem,43.0,Male,Vadodara,37795.0,PhD,Doctor,Divorced,2022-06-28,2022-09-19,7,5395.95,Very Dissatisfied,C01167-PH,1
1168,Inaaya  Raval,52.0,Female,Rajkot,52380.0,PhD,Doctor,Married,2023-09-03,2025-01-04,4,7386.54,Very Satisfied,C01168-PH,1
1169,Vritika Goswami,28.0,Other,Delhi,42866.0,PhD,Student,Married,2022-03-30,2024-12-22,6,3690.59,Very Dissatisfied,C01169-PH,1
1170,Nayantara Sanghvi,56.0,Female,Vadodara,83943.0,High School,Freelancer,Divorced,2021-05-05,2022-10-07,7,7280.51,Satisfied,C01170-PH,1
1171,Adah Dada,50.0,Male,Lucknow,41245.0,PhD,Teacher,Single,2021-05-31,2024-01-06,2,1376.06,Dissatisfied,C01171-PH,1
1172,Veer Garde,22.0,Other,Lucknow,58829.0,Master's,Designer,Divorced,2024-04-13,2025-11-25,5,4995.28,Neutral,C01172-PH,1
1173,Advika Chada,19.0,Other,Vadodara,109368.0,High School,Doctor,Divorced,2023-07-19,2025-01-16,4,6038.04,Very Satisfied,C01173-PH,1
1174,Ehsaan Wagle,48.0,Female,Kolkata,40785.0,Master's,Government,Married,2022-03-17,2023-06-30,3,4684.17,Satisfied,C01174-PH,1
